groupId	sourceBook	pdfPage	ocrPage	printedPage	classification	candidateArticleIds	reason
rw3	NHCE4-RW3	24	24	9	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	25	25	10	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	26	26	11	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	27	27	12	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	28	28	13	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	29	29	14	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	30	30	15	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	31	31	16	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	32	32	17	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	33	33	18	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	34	34	19	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	35	35	20	article-candidate	rw3-u01-b	directory-defined candidate review span
rw3	NHCE4-RW3	36	36	21	article-candidate	rw3-u01-b	directory-defined candidate review span
rw3	NHCE4-RW3	37	37	22	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	38	38	23	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	39	39	24	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	40	40	25	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	41	41	26	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	42	42	27	article-candidate	rw3-u01-c	directory-defined candidate review span
rw3	NHCE4-RW3	43	43	28	article-candidate	rw3-u01-c	directory-defined candidate review span
rw3	NHCE4-RW3	44	44	29	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	45	45	30	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	46	46	31	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	47	47	32	article-candidate	rw3-u02-a	directory-defined candidate review span
rw3	NHCE4-RW3	48	48	33	article-candidate	rw3-u02-a	directory-defined candidate review span
rw3	NHCE4-RW3	49	49	34	article-candidate	rw3-u02-a	directory-defined candidate review span
rw3	NHCE4-RW3	50	50	35	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	51	51	36	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	52	52	37	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	53	53	38	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	54	54	39	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	55	55	40	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	56	56	41	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	57	57	42	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	58	58	43	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	59	59	44	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	60	60	45	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	61	61	46	article-candidate	rw3-u02-b	directory-defined candidate review span
rw3	NHCE4-RW3	62	62	47	article-candidate	rw3-u02-b	directory-defined candidate review span
rw3	NHCE4-RW3	63	63	48	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	64	64	49	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	65	65	50	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	66	66	51	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	67	67	52	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	68	68	53	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	69	69	54	article-candidate	rw3-u02-c	directory-defined candidate review span
rw3	NHCE4-RW3	70	70	55	article-candidate	rw3-u02-c	directory-defined candidate review span
rw3	NHCE4-RW3	71	71	56	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	72	72	57	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	73	73	58	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	74	74	59	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	75	75	60	article-candidate	rw3-u03-a	directory-defined candidate review span
rw3	NHCE4-RW3	76	76	61	article-candidate	rw3-u03-a	directory-defined candidate review span
rw3	NHCE4-RW3	77	77	62	article-candidate	rw3-u03-a	directory-defined candidate review span
rw3	NHCE4-RW3	78	78	63	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	79	79	64	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	80	80	65	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	81	81	66	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	82	82	67	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	83	83	68	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	84	84	69	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	85	85	70	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	86	86	71	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	87	87	72	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	88	88	73	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	89	89	74	article-candidate	rw3-u03-b	directory-defined candidate review span
rw3	NHCE4-RW3	90	90	75	article-candidate	rw3-u03-b	directory-defined candidate review span
rw3	NHCE4-RW3	91	91	76	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	92	92	77	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	93	93	78	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	94	94	79	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	95	95	80	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	96	96	81	article-candidate	rw3-u03-c	directory-defined candidate review span
rw3	NHCE4-RW3	97	97	82	article-candidate	rw3-u03-c	directory-defined candidate review span
rw3	NHCE4-RW3	98	98	83	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	99	99	84	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	100	100	85	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	101	101	86	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	102	102	87	article-candidate	rw3-u04-a	directory-defined candidate review span
rw3	NHCE4-RW3	103	103	88	article-candidate	rw3-u04-a	directory-defined candidate review span
rw3	NHCE4-RW3	104	104	89	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	105	105	90	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	106	106	91	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	107	107	92	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	108	108	93	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	109	109	94	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	110	110	95	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	111	111	96	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	112	112	97	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	113	113	98	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	114	114	99	article-candidate	rw3-u04-b	directory-defined candidate review span
rw3	NHCE4-RW3	115	115	100	article-candidate	rw3-u04-b	directory-defined candidate review span
rw3	NHCE4-RW3	116	116	101	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	117	117	102	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	118	118	103	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	119	119	104	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	120	120	105	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	121	121	106	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	122	122	107	article-candidate	rw3-u04-c	directory-defined candidate review span
rw3	NHCE4-RW3	123	123	108	article-candidate	rw3-u04-c	directory-defined candidate review span
rw3	NHCE4-RW3	124	124	109	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	125	125	110	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	126	126	111	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	127	127	112	article-candidate	rw3-u05-a	directory-defined candidate review span
rw3	NHCE4-RW3	128	128	113	article-candidate	rw3-u05-a	directory-defined candidate review span
rw3	NHCE4-RW3	129	129	114	article-candidate	rw3-u05-a	directory-defined candidate review span
rw3	NHCE4-RW3	130	130	115	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	131	131	116	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	132	132	117	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	133	133	118	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	134	134	119	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	135	135	120	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	136	136	121	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	137	137	122	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	138	138	123	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	139	139	124	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	140	140	125	article-candidate	rw3-u05-b	directory-defined candidate review span
rw3	NHCE4-RW3	141	141	126	article-candidate	rw3-u05-b	directory-defined candidate review span
rw3	NHCE4-RW3	142	142	127	article-candidate	rw3-u05-b	directory-defined candidate review span
rw3	NHCE4-RW3	143	143	128	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	144	144	129	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	145	145	130	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	146	146	131	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	147	147	132	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	148	148	133	article-candidate	rw3-u05-c	directory-defined candidate review span
rw3	NHCE4-RW3	149	149	134	article-candidate	rw3-u05-c	directory-defined candidate review span
rw3	NHCE4-RW3	150	150	135	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	151	151	136	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	152	152	137	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	153	153	138	article-candidate	rw3-u06-a	directory-defined candidate review span
rw3	NHCE4-RW3	154	154	139	article-candidate	rw3-u06-a	directory-defined candidate review span
rw3	NHCE4-RW3	155	155	140	article-candidate	rw3-u06-a	directory-defined candidate review span
rw3	NHCE4-RW3	156	156	141	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	157	157	142	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	158	158	143	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	159	159	144	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	160	160	145	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	161	161	146	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	162	162	147	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	163	163	148	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	164	164	149	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	165	165	150	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	166	166	151	article-candidate	rw3-u06-b	directory-defined candidate review span
rw3	NHCE4-RW3	167	167	152	article-candidate	rw3-u06-b	directory-defined candidate review span
rw3	NHCE4-RW3	168	168	153	article-candidate	rw3-u06-b	directory-defined candidate review span
rw3	NHCE4-RW3	169	169	154	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	170	170	155	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	171	171	156	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	172	172	157	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	173	173	158	teaching-support		unit opening/exercises/skills/writing/project
rw3	NHCE4-RW3	174	174	159	article-candidate	rw3-u06-c	directory-defined candidate review span
rw3	NHCE4-RW3	175	175	160	article-candidate	rw3-u06-c	directory-defined candidate review span
rw3	NHCE4-RW3	176	176	161	vocabulary-or-back-matter		after final directory-defined article
rw3	NHCE4-RW3	177			trailing-blank		blank trailing PDF page; no OCR image required
rw4	NHCE4-RW4	1	1		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	2	2		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	3	3		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	4	4		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	5	5		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	6	6		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	7	7		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	8	8		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	9	9		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	10	10		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	11	11		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	12	12		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	13	13		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	14	14		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	15	15		front-matter		cover/copyright/preface/contents
rw4	NHCE4-RW4	16	16	1	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	17	17	2	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	18	18	3	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	19	19	4	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	20	20	5	article-candidate	rw4-u01-a	directory-defined candidate review span
rw4	NHCE4-RW4	21	21	6	article-candidate	rw4-u01-a	directory-defined candidate review span
rw4	NHCE4-RW4	22	22	7	article-candidate	rw4-u01-a	directory-defined candidate review span
rw4	NHCE4-RW4	23	23	8	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	24	24	9	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	25	25	10	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	26	26	11	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	27	27	12	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	28	28	13	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	29	29	14	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	30	30	15	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	31	31	16	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	32	32	17	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	33	33	18	article-candidate	rw4-u01-b	directory-defined candidate review span
rw4	NHCE4-RW4	34	34	19	article-candidate	rw4-u01-b	directory-defined candidate review span
rw4	NHCE4-RW4	35	35	20	article-candidate	rw4-u01-b	directory-defined candidate review span
rw4	NHCE4-RW4	36	36	21	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	37	37	22	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	38	38	23	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	39	39	24	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	40	40	25	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	41	41	26	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	42	42	27	article-candidate	rw4-u01-c	directory-defined candidate review span
rw4	NHCE4-RW4	43	43	28	article-candidate	rw4-u01-c	directory-defined candidate review span
rw4	NHCE4-RW4	44	44	29	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	45	45	30	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	46	46	31	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	47	47	32	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	48	48	33	article-candidate	rw4-u02-a	directory-defined candidate review span
rw4	NHCE4-RW4	49	49	34	article-candidate	rw4-u02-a	directory-defined candidate review span
rw4	NHCE4-RW4	50	50	35	article-candidate	rw4-u02-a	directory-defined candidate review span
rw4	NHCE4-RW4	51	51	36	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	52	52	37	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	53	53	38	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	54	54	39	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	55	55	40	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	56	56	41	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	57	57	42	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	58	58	43	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	59	59	44	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	60	60	45	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	61	61	46	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	62	62	47	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	63	63	48	article-candidate	rw4-u02-b	directory-defined candidate review span
rw4	NHCE4-RW4	64	64	49	article-candidate	rw4-u02-b	directory-defined candidate review span
rw4	NHCE4-RW4	65	65	50	article-candidate	rw4-u02-b	directory-defined candidate review span
rw4	NHCE4-RW4	66	66	51	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	67	67	52	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	68	68	53	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	69	69	54	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	70	70	55	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	71	71	56	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	72	72	57	article-candidate	rw4-u02-c	directory-defined candidate review span
rw4	NHCE4-RW4	73	73	58	article-candidate	rw4-u02-c	directory-defined candidate review span
rw4	NHCE4-RW4	74	74	59	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	75	75	60	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	76	76	61	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	77	77	62	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	78	78	63	article-candidate	rw4-u03-a	directory-defined candidate review span
rw4	NHCE4-RW4	79	79	64	article-candidate	rw4-u03-a	directory-defined candidate review span
rw4	NHCE4-RW4	80	80	65	article-candidate	rw4-u03-a	directory-defined candidate review span
rw4	NHCE4-RW4	81	81	66	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	82	82	67	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	83	83	68	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	84	84	69	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	85	85	70	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	86	86	71	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	87	87	72	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	88	88	73	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	89	89	74	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	90	90	75	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	91	91	76	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	92	92	77	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	93	93	78	article-candidate	rw4-u03-b	directory-defined candidate review span
rw4	NHCE4-RW4	94	94	79	article-candidate	rw4-u03-b	directory-defined candidate review span
rw4	NHCE4-RW4	95	95	80	article-candidate	rw4-u03-b	directory-defined candidate review span
rw4	NHCE4-RW4	96	96	81	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	97	97	82	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	98	98	83	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	99	99	84	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	100	100	85	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	101	101	86	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	102	102	87	article-candidate	rw4-u03-c	directory-defined candidate review span
rw4	NHCE4-RW4	103	103	88	article-candidate	rw4-u03-c	directory-defined candidate review span
rw4	NHCE4-RW4	104	104	89	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	105	105	90	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	106	106	91	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	107	107	92	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	108	108	93	article-candidate	rw4-u04-a	directory-defined candidate review span
rw4	NHCE4-RW4	109	109	94	article-candidate	rw4-u04-a	directory-defined candidate review span
rw4	NHCE4-RW4	110	110	95	article-candidate	rw4-u04-a	directory-defined candidate review span
rw4	NHCE4-RW4	111	111	96	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	112	112	97	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	113	113	98	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	114	114	99	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	115	115	100	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	116	116	101	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	117	117	102	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	118	118	103	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	119	119	104	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	120	120	105	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	121	121	106	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	122	122	107	article-candidate	rw4-u04-b	directory-defined candidate review span
rw4	NHCE4-RW4	123	123	108	article-candidate	rw4-u04-b	directory-defined candidate review span
rw4	NHCE4-RW4	124	124	109	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	125	125	110	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	126	126	111	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	127	127	112	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	128	128	113	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	129	129	114	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	130	130	115	article-candidate	rw4-u04-c	directory-defined candidate review span
rw4	NHCE4-RW4	131	131	116	article-candidate	rw4-u04-c	directory-defined candidate review span
rw4	NHCE4-RW4	132	132	117	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	133	133	118	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	134	134	119	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	135	135	120	article-candidate	rw4-u05-a	directory-defined candidate review span
rw4	NHCE4-RW4	136	136	121	article-candidate	rw4-u05-a	directory-defined candidate review span
rw4	NHCE4-RW4	137	137	122	article-candidate	rw4-u05-a	directory-defined candidate review span
rw4	NHCE4-RW4	138	138	123	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	139	139	124	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	140	140	125	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	141	141	126	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	142	142	127	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	143	143	128	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	144	144	129	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	145	145	130	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	146	146	131	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	147	147	132	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	148	148	133	article-candidate	rw4-u05-b	directory-defined candidate review span
rw4	NHCE4-RW4	149	149	134	article-candidate	rw4-u05-b	directory-defined candidate review span
rw4	NHCE4-RW4	150	150	135	article-candidate	rw4-u05-b	directory-defined candidate review span
rw4	NHCE4-RW4	151	151	136	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	152	152	137	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	153	153	138	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	154	154	139	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	155	155	140	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	156	156	141	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	157	157	142	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	158	158	143	article-candidate	rw4-u05-c	directory-defined candidate review span
rw4	NHCE4-RW4	159	159	144	article-candidate	rw4-u05-c	directory-defined candidate review span
rw4	NHCE4-RW4	160	160	145	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	161	161	146	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	162	162	147	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	163	163	148	teaching-support		unit opening/exercises/skills/writing/project
rw4	NHCE4-RW4	164	164	149	article-candidate	rw4-u06-a	directory-defined candidate review span
rw4	NHCE4-RW4	165	165	150	article-candidate	rw4-u06-a	directory-defined candidate review span
rw4	NHCE4-RW4	166	166	151	article-candidate	rw4-u06-a	directory-defined candidate review span
rw4	NHCE4-RW4	167	167	152	teaching-support		unit opening/exercises/skills/writing/project
